NIVEL;CURSO;OA;COD_ASG;ASIGNATURA;CATEGORIA;DESCRIPCION
M;3M;OAA-07;FG-FOGE;Matemática;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;4M;OAA-07;FG-FOGE;Matemática;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;3M;OAA-07;FG-FOGE;Música;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;3M;OAA-07;FG-FOGE;Tecnología y Sociedad;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;3M;OAA-07;FG-FOGE;Ambiente y Sostenibilidad;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;3M;OAA-07;FG-FOGE;Bienestar y Salud;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;3M;OAA-07;FG-FOGE;Chile y la Región Latinoamericana;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;3M;OAA-07;FG-FOGE;Danza;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;3M;OAA-07;FG-FOGE;Educación Ciudadana;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;4M;OAA-07;FG-FOGE;Educación Ciudadana;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;3M;OAA-07;FG-FOGE;Mundo Global;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;3M;OAA-07;FG-FOGE;Seguridad Prevención y Autocuidado;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;3M;OAA-07;FG-FOGE;Teatro;Habilidades y Actitudes para el siglo XXI;Pensar con apertura hacia otros para valorar la comunicación como una forma de relacionarse con diversas personas y culturas, compartiendo ideas que favorezcan el desarrollo de la vida en sociedad.
M;3M;OAA-08;FG-FOGE;Artes Visuales;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Ed. Física y Salud;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Ed. Física y Salud;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Inglés;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;4M;OAA-08;FG-FOGE;Inglés;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Lengua y Literatura;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;4M;OAA-08;FG-FOGE;Lengua y Literatura;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Matemática;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;4M;OAA-08;FG-FOGE;Matemática;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Música;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Tecnología y Sociedad;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Ambiente y Sostenibilidad;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Bienestar y Salud;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Chile y la Región Latinoamericana;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Danza;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Educación Ciudadana;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;4M;OAA-08;FG-FOGE;Educación Ciudadana;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Mundo Global;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Seguridad Prevención y Autocuidado;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-08;FG-FOGE;Teatro;Habilidades y Actitudes para el siglo XXI;Trabajar colaborativamente en la generación, desarrollo y gestión de proyectos y la resolución de problemas, integrando las diferentes ideas y puntos de vista.
M;3M;OAA-09;FG-FOGE;Artes Visuales;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Ed. Física y Salud;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Ed. Física y Salud;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Inglés;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;4M;OAA-09;FG-FOGE;Inglés;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Lengua y Literatura;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;4M;OAA-09;FG-FOGE;Lengua y Literatura;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Matemática;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;4M;OAA-09;FG-FOGE;Matemática;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Música;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Tecnología y Sociedad;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Ambiente y Sostenibilidad;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Bienestar y Salud;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Chile y la Región Latinoamericana;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Danza;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Educación Ciudadana;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;4M;OAA-09;FG-FOGE;Educación Ciudadana;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Mundo Global;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Seguridad Prevención y Autocuidado;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-09;FG-FOGE;Teatro;Habilidades y Actitudes para el siglo XXI;Trabajar con responsabilidad y liderazgo en la realización de las tareas colaborativas y en función del logro de metas comunes.
M;3M;OAA-10;FG-FOGE;Artes Visuales;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;3M;OAA-10;FG-FOGE;Ed. Física y Salud;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;3M;OAA-10;FG-FOGE;Ed. Física y Salud;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;3M;OAA-10;FG-FOGE;Inglés;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;4M;OAA-10;FG-FOGE;Inglés;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;3M;OAA-10;FG-FOGE;Lengua y Literatura;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;4M;OAA-10;FG-FOGE;Lengua y Literatura;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;3M;OAA-10;FG-FOGE;Matemática;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;4M;OAA-10;FG-FOGE;Matemática;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;3M;OAA-10;FG-FOGE;Música;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;3M;OAA-10;FG-FOGE;Tecnología y Sociedad;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;3M;OAA-10;FG-FOGE;Ambiente y Sostenibilidad;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;3M;OAA-10;FG-FOGE;Bienestar y Salud;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;3M;OAA-10;FG-FOGE;Chile y la Región Latinoamericana;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
M;3M;OAA-10;FG-FOGE;Danza;Habilidades y Actitudes para el siglo XXI;Trabajar con empatía y respeto en el contexto de la diversidad, eliminando toda expresión de prejuicio y discriminación.
